,Team,Player,Int,Yds,Avg,Lg,TD,Solo,Ast,Tot,Sack,YdsL,Season,Type
42,New England Patriots,Adam Vinatieri,0,0,0.00,0,0,0,1,1,2,0.0,2000,Defense
0,New England Patriots,Hakim Akbar,0,0,0.00,0,0,0,2,3,5,0.0,2001,Defense
1,New England Patriots,Joe Andruzzi,0,0,0.00,0,0,0,1,0,1,0.0,2001,Defense
2,New England Patriots,Tom Brady,0,0,0.00,0,0,0,3,0,3,0.0,2001,Defense
3,New England Patriots,Troy Brown,0,0,0.00,0,0,0,3,0,3,0.0,2001,Defense
4,New England Patriots,Tedy Bruschi,2,7,3.50,4,4,0,55,21,76,2.0,2001,Defense
5,New England Patriots,Terrell Buckley,3,76,25.33,52t,52t,1,26,2,28,1.0,2001,Defense
6,New England Patriots,Matt Chatham,0,0,0.00,0,0,0,13,1,14,0.0,2001,Defense
7,New England Patriots,Je'Rod Cherry,0,0,0.00,0,0,0,11,4,15,0.0,2001,Defense
8,New England Patriots,Fred Coleman,0,0,0.00,0,0,0,2,0,2,0.0,2001,Defense
9,New England Patriots,Bryan Cox,0,0,0.00,0,0,0,34,15,49,0.0,2001,Defense
10,New England Patriots,Marc Edwards,0,0,0.00,0,0,0,2,1,3,0.0,2001,Defense
11,New England Patriots,Kevin Faulk,0,0,0.00,0,0,0,1,0,1,0.0,2001,Defense
12,New England Patriots,Bobby Hamilton,0,0,0.00,0,0,0,31,21,52,7.0,2001,Defense
13,New England Patriots,Antwan Harris,0,0,0.00,0,0,0,4,3,7,0.0,2001,Defense
14,New England Patriots,Larry Izzo,0,0,0.00,0,0,0,16,8,24,0.0,2001,Defense
15,New England Patriots,Charles Johnson,0,0,0.00,0,0,0,1,0,1,0.0,2001,Defense
16,New England Patriots,Ted Johnson,0,0,0.00,0,0,0,33,13,46,0.0,2001,Defense
17,New England Patriots,Tebucky Jones,1,-4,-4.00,-4,-4,0,53,19,72,1.0,2001,Defense
18,New England Patriots,Ty Law,3,91,30.33,46t,46t,2,60,10,70,1.0,2001,Defense
19,New England Patriots,Willie McGinest,0,0,0.00,0,0,0,25,8,33,6.0,2001,Defense
20,New England Patriots,Lawyer Milloy,2,21,10.50,21,21,0,77,36,113,3.0,2001,Defense
21,New England Patriots,Brandon Mitchell,0,0,0.00,0,0,0,26,17,43,1.0,2001,Defense
22,New England Patriots,Marty Moore,0,0,0.00,0,0,0,0,2,2,0.0,2001,Defense
23,New England Patriots,Leonard Myers,0,0,0.00,0,0,0,5,2,7,0.0,2001,Defense
24,New England Patriots,David Nugent,0,0,0.00,0,0,0,3,1,4,0.0,2001,Defense
25,New England Patriots,Riddick Parker,0,0,0.00,0,0,0,7,3,10,1.0,2001,Defense
26,New England Patriots,Patrick Pass,0,0,0.00,0,0,0,9,2,11,0.0,2001,Defense
27,New England Patriots,David Patten,0,0,0.00,0,0,0,1,0,1,0.0,2001,Defense
28,New England Patriots,Lonie Paxton,0,0,0.00,0,0,0,1,0,1,0.0,2001,Defense
29,New England Patriots,Roman Phifer,1,14,14.00,14,14,0,72,21,93,2.0,2001,Defense
30,New England Patriots,Anthony Pleasant,2,0,0.00,0,0,0,35,8,43,6.0,2001,Defense
31,New England Patriots,J.R. Redmond,0,0,0.00,0,0,0,3,1,4,0.0,2001,Defense
32,New England Patriots,Jace Sayler,0,0,0.00,0,0,0,1,1,2,0.0,2001,Defense
33,New England Patriots,Richard Seymour,0,0,0.00,0,0,0,25,20,45,3.0,2001,Defense
34,New England Patriots,Terrance Shaw,0,0,0.00,0,0,0,23,3,26,0.0,2001,Defense
35,New England Patriots,Antowain Smith,0,0,0.00,0,0,0,0,1,1,0.0,2001,Defense
36,New England Patriots,Otis Smith,5,181,36.20,78t,78t,2,55,8,63,2.0,2001,Defense
37,New England Patriots,Matt Stevens,1,9,9.00,9,9,0,30,13,43,0.0,2001,Defense
38,New England Patriots,Maugaula Tuitele,0,0,0.00,0,0,0,1,0,1,0.0,2001,Defense
39,New England Patriots,T.J. Turner,0,0,0.00,0,0,0,1,2,3,0.0,2001,Defense
40,New England Patriots,Adam Vinatieri,0,0,0.00,0,0,0,3,1,4,0.0,2001,Defense
41,New England Patriots,Mike Vrabel,2,27,13.50,15,15,0,40,23,63,3.0,2001,Defense
42,New England Patriots,Jermaine Wiggins,0,0,0.00,0,0,0,2,0,2,0.0,2001,Defense
0,New England Patriots,Tom Brady,0,0,0.00,0,0,0,1,0,1,0.0,2002,Defense
1,New England Patriots,Deion Branch,0,0,0.00,0,0,0,1,0,1,0.0,2002,Defense
2,New England Patriots,O.J. Brigance,0,0,0.00,0,0,0,1,1,2,0.0,2002,Defense
3,New England Patriots,Troy Brown,0,0,0.00,0,0,0,2,0,2,0.0,2002,Defense
4,New England Patriots,Tedy Bruschi,2,75,37.50,48t,48t,2,47,20,67,4.5,2002,Defense
5,New England Patriots,Terrell Buckley,4,50,12.50,39,39,0,22,0,22,0.0,2002,Defense
6,New England Patriots,Matt Chatham,0,0,0.00,0,0,0,14,3,17,0.0,2002,Defense
7,New England Patriots,Je'Rod Cherry,0,0,0.00,0,0,0,9,4,13,0.0,2002,Defense
8,New England Patriots,Mike Compton,0,0,0.00,0,0,0,2,0,2,0.0,2002,Defense
9,New England Patriots,Marc Edwards,0,0,0.00,0,0,0,0,1,1,0.0,2002,Defense
10,New England Patriots,Kevin Faulk,0,0,0.00,0,0,0,1,0,1,0.0,2002,Defense
11,New England Patriots,Christian Fauria,0,0,0.00,0,0,0,1,0,1,0.0,2002,Defense
12,New England Patriots,David Givens,0,0,0.00,0,0,0,5,0,5,0.0,2002,Defense
13,New England Patriots,Daniel Graham,0,0,0.00,0,0,0,4,0,4,0.0,2002,Defense
14,New England Patriots,Jarvis Green,0,0,0.00,0,0,0,15,7,22,2.5,2002,Defense
15,New England Patriots,Victor Green,1,90,90.00,90t,90t,1,69,22,91,0.0,2002,Defense
16,New England Patriots,Bobby Hamilton,1,0,0.00,0,0,0,34,21,55,2.0,2002,Defense
17,New England Patriots,Antwan Harris,0,0,0.00,0,0,0,13,2,15,0.0,2002,Defense
18,New England Patriots,Chris Hayes,0,0,0.00,0,0,0,1,4,5,0.0,2002,Defense
19,New England Patriots,Donald Hayes,0,0,0.00,0,0,0,2,0,2,0.0,2002,Defense
20,New England Patriots,Bernard Holsey,0,0,0.00,0,0,0,3,2,5,1.0,2002,Defense
21,New England Patriots,Larry Izzo,0,0,0.00,0,0,0,15,6,21,0.0,2002,Defense
22,New England Patriots,Ted Johnson,0,0,0.00,0,0,0,63,34,97,1.5,2002,Defense
23,New England Patriots,Tebucky Jones,1,0,0.00,0,0,0,41,14,55,1.5,2002,Defense
24,New England Patriots,Ben Kelly,0,0,0.00,0,0,0,4,1,5,0.0,2002,Defense
25,New England Patriots,Ty Law,4,33,8.25,29,29,0,60,17,77,1.0,2002,Defense
26,New England Patriots,Matt Light,0,0,0.00,0,0,0,3,0,3,0.0,2002,Defense
27,New England Patriots,Rick Lyle,0,0,0.00,0,0,0,13,7,20,0.0,2002,Defense
28,New England Patriots,Steve Martin,0,0,0.00,0,0,0,13,4,17,0.0,2002,Defense
29,New England Patriots,Willie McGinest,1,2,2.00,2,2,0,42,21,63,5.5,2002,Defense
30,New England Patriots,Lawyer Milloy,0,0,0.00,0,0,0,64,30,94,0.0,2002,Defense
31,New England Patriots,Leonard Myers,0,0,0.00,0,0,0,15,1,16,0.0,2002,Defense
32,New England Patriots,Patrick Pass,0,0,0.00,0,0,0,8,0,8,0.0,2002,Defense
33,New England Patriots,David Patten,0,0,0.00,0,0,0,2,0,2,0.0,2002,Defense
34,New England Patriots,Lonie Paxton,0,0,0.00,0,0,0,1,0,1,0.0,2002,Defense
35,New England Patriots,Roman Phifer,0,0,0.00,0,0,0,69,40,109,0.5,2002,Defense
36,New England Patriots,Anthony Pleasant,0,0,0.00,0,0,0,20,15,35,3.0,2002,Defense
37,New England Patriots,Greg Randall,0,0,0.00,0,0,0,2,0,2,0.0,2002,Defense
38,New England Patriots,J.R. Redmond,0,0,0.00,0,0,0,1,1,2,0.0,2002,Defense
39,New England Patriots,Grey Ruegamer,0,0,0.00,0,0,0,1,0,1,0.0,2002,Defense
40,New England Patriots,Richard Seymour,1,6,6.00,6,6,0,33,23,56,5.5,2002,Defense
41,New England Patriots,Otis Smith,2,21,10.50,22,22,0,47,9,56,0.0,2002,Defense
42,New England Patriots,Maugaula Tuitele,0,0,0.00,0,0,0,0,1,1,0.0,2002,Defense
43,New England Patriots,Adam Vinatieri,0,0,0.00,0,0,0,1,0,1,0.0,2002,Defense
44,New England Patriots,Mike Vrabel,1,0,0.00,0,0,0,58,25,83,4.5,2002,Defense
45,New England Patriots,Ken Walter,0,0,0.00,0,0,0,1,0,1,0.0,2002,Defense
0,New England Patriots,Chris Akins,0,0,0.00,0,0,0,14,6,20,0.0,2003,Defense
1,New England Patriots,Tully Banta-Cain,0,0,0.00,0,0,0,9,2,11,1.0,2003,Defense
2,New England Patriots,Fred Baxter,0,0,0.00,0,0,0,4,0,4,0.0,2003,Defense
3,New England Patriots,Deion Branch,0,0,0.00,0,0,0,3,0,3,0.0,2003,Defense
4,New England Patriots,Tedy Bruschi,3,26,8.67,18t,18t,2,81,52,133,2.0,2003,Defense
5,New England Patriots,Larry Centers,0,0,0.00,0,0,0,1,0,1,0.0,2003,Defense
6,New England Patriots,Matt Chatham,0,0,0.00,0,0,0,25,13,38,1.5,2003,Defense
7,New England Patriots,Je'Rod Cherry,0,0,0.00,0,0,0,15,1,16,1.0,2003,Defense
8,New England Patriots,Rosevelt Colvin,0,0,0.00,0,0,0,3,2,5,2.0,2003,Defense
9,New England Patriots,Don Davis,0,0,0.00,0,0,0,12,6,18,0.0,2003,Defense
10,New England Patriots,Kevin Faulk,0,0,0.00,0,0,0,1,0,1,0.0,2003,Defense
11,New England Patriots,Christian Fauria,0,0,0.00,0,0,0,2,0,2,0.0,2003,Defense
12,New England Patriots,David Givens,0,0,0.00,0,0,0,3,0,3,0.0,2003,Defense
13,New England Patriots,Daniel Graham,0,0,0.00,0,0,0,0,2,2,0.0,2003,Defense
14,New England Patriots,Jarvis Green,0,0,0.00,0,0,0,9,8,17,2.0,2003,Defense
15,New England Patriots,Bobby Hamilton,0,0,0.00,0,0,0,30,16,46,0.0,2003,Defense
16,New England Patriots,Antwan Harris,0,0,0.00,0,0,0,12,8,20,0.0,2003,Defense
17,New England Patriots,Rodney Harrison,3,0,0.00,2,2,0,92,33,125,3.0,2003,Defense
18,New England Patriots,Larry Izzo,1,0,0.00,0,0,0,18,4,22,0.0,2003,Defense
19,New England Patriots,Bethel Johnson,0,0,0.00,0,0,0,4,1,5,0.0,2003,Defense
20,New England Patriots,Ted Johnson,0,0,0.00,0,0,0,15,6,21,0.0,2003,Defense
21,New England Patriots,Dan Klecko,0,0,0.00,0,0,0,11,7,18,1.5,2003,Defense
22,New England Patriots,Dan Koppen,0,0,0.00,0,0,0,1,0,1,0.0,2003,Defense
23,New England Patriots,Ty Law,6,112,18.67,65t,65t,1,61,13,74,0.0,2003,Defense
24,New England Patriots,Matt Light,0,0,0.00,0,0,0,1,0,1,0.0,2003,Defense
25,New England Patriots,Rick Lyle,0,0,0.00,0,0,0,6,3,9,0.0,2003,Defense
26,New England Patriots,Shawn Mayer,0,0,0.00,0,0,0,12,3,15,0.0,2003,Defense
27,New England Patriots,Fred McCrary,0,0,0.00,0,0,0,2,0,2,0.0,2003,Defense
28,New England Patriots,Willie McGinest,1,15,15.00,15t,15t,1,46,21,67,5.5,2003,Defense
29,New England Patriots,Aric Morris,1,33,33.00,33,33,0,6,2,8,0.0,2003,Defense
30,New England Patriots,Patrick Pass,0,0,0.00,0,0,0,8,4,12,0.0,2003,Defense
31,New England Patriots,Lonie Paxton,0,0,0.00,0,0,0,0,2,2,0.0,2003,Defense
32,New England Patriots,Roman Phifer,0,0,0.00,0,0,0,68,33,101,0.0,2003,Defense
33,New England Patriots,Anthony Pleasant,0,0,0.00,0,0,0,1,0,1,1.0,2003,Defense
34,New England Patriots,Tyrone Poole,6,81,13.50,44,44,0,47,13,60,0.0,2003,Defense
35,New England Patriots,Asante Samuel,2,55,27.50,55t,55t,1,29,5,34,0.0,2003,Defense
36,New England Patriots,Richard Seymour,0,0,0.00,0,0,0,34,22,56,8.0,2003,Defense
37,New England Patriots,Adam Vinatieri,0,0,0.00,0,0,0,0,1,1,0.0,2003,Defense
38,New England Patriots,Mike Vrabel,2,18,9.00,14,14,0,37,16,53,9.5,2003,Defense
39,New England Patriots,Dedric Ward,0,0,0.00,0,0,0,1,0,1,0.0,2003,Defense
40,New England Patriots,Ty Warren,0,0,0.00,0,0,0,19,14,33,1.0,2003,Defense
41,New England Patriots,Ted Washington,0,0,0.00,0,0,0,32,8,40,2.0,2003,Defense
0,New England Patriots,Rabih Abdullah,0,0,0.00,0,0,0,6,1,7,0.0,2004,Defense
1,New England Patriots,Eric Alexander,0,0,0.00,0,0,0,3,0,3,0.0,2004,Defense
2,New England Patriots,Tully Banta-Cain,1,4,4.00,4,4,0,18,10,28,1.5,2004,Defense
3,New England Patriots,Tom Brady,0,0,0.00,0,0,0,2,0,2,0.0,2004,Defense
4,New England Patriots,Troy Brown,3,22,7.33,17,17,0,14,3,17,0.0,2004,Defense
5,New England Patriots,Tedy Bruschi,3,70,23.33,36,36,0,78,46,124,3.5,2004,Defense
6,New England Patriots,Matt Chatham,0,0,0.00,0,0,0,2,0,2,0.0,2004,Defense
7,New England Patriots,Je'Rod Cherry,0,0,0.00,0,0,0,9,2,11,0.0,2004,Defense
8,New England Patriots,Cedric Cobbs,0,0,0.00,0,0,0,1,0,1,0.0,2004,Defense
9,New England Patriots,Rosevelt Colvin,0,0,0.00,0,0,0,18,14,32,5.0,2004,Defense
10,New England Patriots,Don Davis,0,0,0.00,0,0,0,20,12,32,0.0,2004,Defense
11,New England Patriots,Kevin Faulk,0,0,0.00,0,0,0,2,0,2,0.0,2004,Defense
12,New England Patriots,Randall Gay,2,23,11.50,13,13,0,29,5,34,0.0,2004,Defense
13,New England Patriots,David Givens,0,0,0.00,0,0,0,5,0,5,0.0,2004,Defense
14,New England Patriots,Daniel Graham,0,0,0.00,0,0,0,3,0,3,0.0,2004,Defense
15,New England Patriots,Jarvis Green,0,0,0.00,0,0,0,15,6,21,4.0,2004,Defense
16,New England Patriots,Rodney Harrison,2,12,6.00,12,12,0,96,45,141,3.0,2004,Defense
17,New England Patriots,Larry Izzo,0,0,0.00,0,0,0,22,3,25,0.0,2004,Defense
18,New England Patriots,Bethel Johnson,0,0,0.00,0,0,0,1,0,1,0.0,2004,Defense
19,New England Patriots,Ted Johnson,0,0,0.00,0,0,0,56,22,78,1.0,2004,Defense
20,New England Patriots,Kevin Kasper,0,0,0.00,0,0,0,4,1,5,0.0,2004,Defense
21,New England Patriots,Ethan Kelley,0,0,0.00,0,0,0,1,0,1,0.0,2004,Defense
22,New England Patriots,Dan Klecko,0,0,0.00,0,0,0,3,1,4,0.0,2004,Defense
23,New England Patriots,Dan Koppen,0,0,0.00,0,0,0,1,0,1,0.0,2004,Defense
24,New England Patriots,Justin Kurpeikis,0,0,0.00,0,0,0,1,2,3,0.0,2004,Defense
25,New England Patriots,Ty Law,1,0,0.00,0,0,0,23,5,28,0.0,2004,Defense
26,New England Patriots,Shawn Mayer,0,0,0.00,0,0,0,2,0,2,0.0,2004,Defense
27,New England Patriots,Willie McGinest,1,27,27.00,27,27,0,35,16,51,9.5,2004,Defense
28,New England Patriots,Earthwind Moreland,0,0,0.00,0,0,0,15,2,17,0.0,2004,Defense
29,New England Patriots,Stephen Neal,0,0,0.00,0,0,0,4,0,4,0.0,2004,Defense
30,New England Patriots,Patrick Pass,0,0,0.00,0,0,0,12,0,12,0.0,2004,Defense
31,New England Patriots,David Patten,0,0,0.00,0,0,0,2,0,2,0.0,2004,Defense
32,New England Patriots,Lonie Paxton,0,0,0.00,0,0,0,0,1,1,0.0,2004,Defense
33,New England Patriots,Roman Phifer,1,26,26.00,26,26,0,30,10,40,1.5,2004,Defense
34,New England Patriots,Tyrone Poole,1,21,21.00,21,21,0,13,1,14,0.0,2004,Defense
35,New England Patriots,Dexter Reid,0,0,0.00,0,0,0,16,9,25,0.0,2004,Defense
36,New England Patriots,Asante Samuel,1,34,34.00,34t,34t,1,37,2,39,0.0,2004,Defense
37,New England Patriots,Richard Seymour,0,0,0.00,0,0,0,25,15,40,5.0,2004,Defense
38,New England Patriots,Keith Traylor,0,0,0.00,0,0,0,23,5,28,0.0,2004,Defense
39,New England Patriots,Adam Vinatieri,0,0,0.00,0,0,0,2,0,2,0.0,2004,Defense
40,New England Patriots,Mike Vrabel,0,0,0.00,0,0,0,54,17,71,5.5,2004,Defense
41,New England Patriots,Ty Warren,0,0,0.00,0,0,0,39,10,49,3.5,2004,Defense
42,New England Patriots,Vince Wilfork,0,0,0.00,0,0,0,27,15,42,2.0,2004,Defense
0,New England Patriots,Tully Banta-Cain,0,0,0.00,0,0,0,6,3,9,0.5,2005,Defense
1,New England Patriots,Monty Beisel,0,0,0.00,0,0,0,31,17,48,1.0,2005,Defense
2,New England Patriots,Deion Branch,0,0,0.00,0,0,0,5,0,5,0.0,2005,Defense
3,New England Patriots,Chad Brown,0,0,0.00,0,0,0,31,8,39,0.0,2005,Defense
4,New England Patriots,Troy Brown,0,0,0.00,0,0,0,1,0,1,0.0,2005,Defense
5,New England Patriots,Tedy Bruschi,0,0,0.00,0,0,0,37,26,63,2.0,2005,Defense
6,New England Patriots,Matt Chatham,0,0,0.00,0,0,0,16,7,23,1.0,2005,Defense
7,New England Patriots,Brandon Childress,0,0,0.00,0,0,0,4,0,4,0.0,2005,Defense
8,New England Patriots,Mike Cloud,0,0,0.00,0,0,0,1,0,1,0.0,2005,Defense
9,New England Patriots,Rosevelt Colvin,0,0,0.00,0,0,0,41,20,61,7.0,2005,Defense
10,New England Patriots,Andre' Davis,0,0,0.00,0,0,0,1,1,2,0.0,2005,Defense
11,New England Patriots,Don Davis,0,0,0.00,0,0,0,12,9,21,0.0,2005,Defense
12,New England Patriots,Heath Evans,0,0,0.00,0,0,0,1,0,1,0.0,2005,Defense
13,New England Patriots,Kevin Faulk,0,0,0.00,0,0,0,1,0,1,0.0,2005,Defense
14,New England Patriots,Arturo Freeman,0,0,0.00,0,0,0,5,2,7,0.0,2005,Defense
15,New England Patriots,Randall Gay,0,0,0.00,0,0,0,10,2,12,0.0,2005,Defense
16,New England Patriots,David Givens,0,0,0.00,0,0,0,2,0,2,0.0,2005,Defense
17,New England Patriots,Daniel Graham,0,0,0.00,0,0,0,2,0,2,0.0,2005,Defense
18,New England Patriots,Jarvis Green,0,0,0.00,0,0,0,24,11,35,2.5,2005,Defense
19,New England Patriots,Rodney Harrison,0,0,0.00,0,0,0,11,4,15,0.0,2005,Defense
20,New England Patriots,Artrell Hawkins,0,0,0.00,0,0,0,11,6,17,1.0,2005,Defense
21,New England Patriots,Marquise Hill,0,0,0.00,0,0,0,2,1,3,0.0,2005,Defense
22,New England Patriots,Ellis Hobbs,3,8,2.67,8,8,0,35,9,44,0.0,2005,Defense
23,New England Patriots,Larry Izzo,0,0,0.00,0,0,0,19,4,23,0.0,2005,Defense
24,New England Patriots,Bethel Johnson,0,0,0.00,0,0,0,5,2,7,0.0,2005,Defense
25,New England Patriots,Dan Klecko,0,0,0.00,0,0,0,5,5,10,0.5,2005,Defense
26,New England Patriots,Dan Koppen,0,0,0.00,0,0,0,1,0,1,0.0,2005,Defense
27,New England Patriots,Matt Light,0,0,0.00,0,0,0,1,0,1,0.0,2005,Defense
28,New England Patriots,Wesly Mallard,0,0,0.00,0,0,0,2,0,2,0.0,2005,Defense
29,New England Patriots,Logan Mankins,0,0,0.00,0,0,0,1,0,1,0.0,2005,Defense
30,New England Patriots,Willie McGinest,0,0,0.00,0,0,0,45,12,57,6.0,2005,Defense
31,New England Patriots,Stephen Neal,0,0,0.00,0,0,0,3,0,3,0.0,2005,Defense
32,New England Patriots,Patrick Pass,0,0,0.00,0,0,0,6,0,6,0.0,2005,Defense
33,New England Patriots,Lonie Paxton,0,0,0.00,0,0,0,2,1,3,0.0,2005,Defense
34,New England Patriots,Tyrone Poole,0,0,0.00,0,0,0,1,0,1,0.0,2005,Defense
35,New England Patriots,Hank Poteat,0,0,0.00,0,0,0,17,4,21,1.0,2005,Defense
36,New England Patriots,Asante Samuel,3,15,5.00,15,15,0,44,10,54,0.0,2005,Defense
37,New England Patriots,James Sanders,1,39,39.00,39t,39t,1,13,3,16,0.0,2005,Defense
38,New England Patriots,Chad Scott,0,0,0.00,0,0,0,5,0,5,0.0,2005,Defense
39,New England Patriots,Guss Scott,0,0,0.00,0,0,0,19,5,24,0.0,2005,Defense
40,New England Patriots,Richard Seymour,0,0,0.00,0,0,0,36,11,47,4.0,2005,Defense
41,New England Patriots,Duane Starks,0,0,0.00,0,0,0,21,7,28,0.0,2005,Defense
42,New England Patriots,Michael Stone,0,0,0.00,0,0,0,40,6,46,0.0,2005,Defense
43,New England Patriots,Mike Vrabel,2,23,11.50,24t,24t,1,73,35,108,4.5,2005,Defense
44,New England Patriots,Ty Warren,0,0,0.00,0,0,0,40,28,68,1.5,2005,Defense
45,New England Patriots,Benjamin Watson,0,0,0.00,0,0,0,2,0,2,0.0,2005,Defense
46,New England Patriots,Vince Wilfork,0,0,0.00,0,0,0,40,14,54,0.5,2005,Defense
47,New England Patriots,Eugene Wilson,1,0,0.00,0,0,0,44,24,68,0.0,2005,Defense
0,New England Patriots,Eric Alexander,0,0,0.00,0,0,0,12,2,14,0.0,2006,Defense
1,New England Patriots,Willie Andrews,0,0,0.00,0,0,0,9,7,16,0.0,2006,Defense
2,New England Patriots,Rashad Baker,0,0,0.00,0,0,0,1,1,2,0.0,2006,Defense
3,New England Patriots,Tully Banta-Cain,0,0,0.00,0,0,0,30,12,42,5.5,2006,Defense
4,New England Patriots,Wesley Britt,0,0,0.00,0,0,0,0,1,1,0.0,2006,Defense
5,New England Patriots,Troy Brown,0,0,0.00,0,0,0,2,0,2,0.0,2006,Defense
6,New England Patriots,Tedy Bruschi,1,8,8.00,8,8,0,53,59,112,1.5,2006,Defense
7,New England Patriots,Reche Caldwell,0,0,0.00,0,0,0,1,0,1,0.0,2006,Defense
8,New England Patriots,Rosevelt Colvin,0,0,0.00,0,0,0,43,12,55,8.5,2006,Defense
9,New England Patriots,Don Davis,0,0,0.00,0,0,0,7,4,11,0.0,2006,Defense
10,New England Patriots,Heath Evans,0,0,0.00,0,0,0,0,1,1,0.0,2006,Defense
11,New England Patriots,Kevin Faulk,0,0,0.00,0,0,0,2,0,2,0.0,2006,Defense
12,New England Patriots,Doug Gabriel,0,0,0.00,0,0,0,4,0,4,0.0,2006,Defense
13,New England Patriots,Randall Gay,0,0,0.00,0,0,0,2,0,2,0.0,2006,Defense
14,New England Patriots,Stephen Gostkowski,0,0,0.00,0,0,0,1,1,2,0.0,2006,Defense
15,New England Patriots,Daniel Graham,0,0,0.00,0,0,0,1,0,1,0.0,2006,Defense
16,New England Patriots,Jarvis Green,0,0,0.00,0,0,0,25,8,33,7.5,2006,Defense
17,New England Patriots,Rodney Harrison,1,2,2.00,2,2,0,35,15,50,1.0,2006,Defense
18,New England Patriots,Artrell Hawkins,1,0,0.00,0,0,0,54,19,73,0.0,2006,Defense
19,New England Patriots,Ellis Hobbs,2,79,39.50,70,70,0,39,7,46,0.0,2006,Defense
20,New England Patriots,Chidi Iwuoma,0,0,0.00,0,0,0,1,0,1,0.0,2006,Defense
21,New England Patriots,Larry Izzo,0,0,0.00,0,0,0,11,3,14,0.0,2006,Defense
22,New England Patriots,Chad Jackson,0,0,0.00,0,0,0,1,0,1,0.0,2006,Defense
23,New England Patriots,Kelvin Kight,0,0,0.00,0,0,0,1,2,3,0.0,2006,Defense
24,New England Patriots,Matt Light,0,0,0.00,0,0,0,2,0,2,0.0,2006,Defense
25,New England Patriots,Logan Mankins,0,0,0.00,0,0,0,2,0,2,0.0,2006,Defense
26,New England Patriots,Laurence Maroney,0,0,0.00,0,0,0,1,0,1,0.0,2006,Defense
27,New England Patriots,Corey Mays,0,0,0.00,0,0,0,6,3,9,0.0,2006,Defense
28,New England Patriots,Ray Mickens,0,0,0.00,0,0,0,0,2,2,0.0,2006,Defense
29,New England Patriots,Stephen Neal,0,0,0.00,0,0,0,2,0,2,0.0,2006,Defense
30,New England Patriots,Patrick Pass,0,0,0.00,0,0,0,1,0,1,0.0,2006,Defense
31,New England Patriots,Lonie Paxton,0,0,0.00,0,0,0,1,1,2,0.0,2006,Defense
32,New England Patriots,Hank Poteat,0,0,0.00,0,0,0,2,1,3,0.0,2006,Defense
33,New England Patriots,Asante Samuel,10,120,12.00,33,33,0,59,5,64,0.0,2006,Defense
34,New England Patriots,James Sanders,1,21,21.00,21,21,0,26,17,43,1.0,2006,Defense
35,New England Patriots,Chad Scott,2,32,16.00,32,32,0,37,9,46,0.0,2006,Defense
36,New England Patriots,Guss Scott,0,0,0.00,0,0,0,1,1,2,0.0,2006,Defense
37,New England Patriots,Junior Seau,0,0,0.00,0,0,0,39,30,69,1.0,2006,Defense
38,New England Patriots,Richard Seymour,1,0,0.00,0,0,0,23,18,41,4.0,2006,Defense
39,New England Patriots,Le Kevin Smith,0,0,0.00,0,0,0,0,1,1,0.0,2006,Defense
40,New England Patriots,Antwain Spann,0,0,0.00,0,0,0,3,4,7,0.0,2006,Defense
41,New England Patriots,David Thomas,0,0,0.00,0,0,0,1,1,2,0.0,2006,Defense
42,New England Patriots,Mike Vrabel,3,0,0.00,2,2,0,54,35,89,4.5,2006,Defense
43,New England Patriots,Ken Walter,0,0,0.00,0,0,0,0,1,1,0.0,2006,Defense
44,New England Patriots,Ty Warren,0,0,0.00,0,0,0,56,28,84,7.5,2006,Defense
45,New England Patriots,Benjamin Watson,0,0,0.00,0,0,0,3,0,3,0.0,2006,Defense
46,New England Patriots,Vince Wilfork,0,0,0.00,0,0,0,41,10,51,1.0,2006,Defense
47,New England Patriots,Eugene Wilson,0,0,0.00,0,0,0,20,4,24,0.0,2006,Defense
48,New England Patriots,Pierre Woods,0,0,0.00,0,0,0,12,1,13,0.0,2006,Defense
0,New England Patriots,Eric Alexander,0,0,0.00,0,0,0,15,3,18,0.0,2007,Defense
1,New England Patriots,Willie Andrews,0,0,0.00,0,0,0,3,4,7,0.0,2007,Defense
2,New England Patriots,Rashad Baker,0,0,0.00,0,0,0,9,3,12,0.0,2007,Defense
3,New England Patriots,Chad Brown,0,0,0.00,0,0,0,1,1,2,0.0,2007,Defense
4,New England Patriots,Tedy Bruschi,0,0,0.00,0,0,0,64,28,92,2.0,2007,Defense
5,New England Patriots,Rosevelt Colvin,1,4,4.00,4,4,0,17,10,27,4.0,2007,Defense
6,New England Patriots,Kyle Eckel,0,0,0.00,0,0,0,10,2,12,0.0,2007,Defense
7,New England Patriots,Heath Evans,0,0,0.00,0,0,0,6,1,7,0.0,2007,Defense
8,New England Patriots,Kevin Faulk,0,0,0.00,0,0,0,1,0,1,0.0,2007,Defense
9,New England Patriots,Randall Gay,3,52,17.33,31,31,0,32,5,37,0.0,2007,Defense
10,New England Patriots,Stephen Gostkowski,0,0,0.00,0,0,0,3,1,4,0.0,2007,Defense
11,New England Patriots,Jarvis Green,0,0,0.00,0,0,0,22,18,40,6.5,2007,Defense
12,New England Patriots,Rodney Harrison,1,2,2.00,2,2,0,56,14,70,2.0,2007,Defense
13,New England Patriots,Ellis Hobbs,1,0,0.00,0,0,0,52,12,64,1.0,2007,Defense
14,New England Patriots,Larry Izzo,0,0,0.00,0,0,0,11,5,16,0.0,2007,Defense
15,New England Patriots,Eddie Jackson,0,0,0.00,0,0,0,2,0,2,0.0,2007,Defense
